,ts,scores,mean_scores,game_hash,starting_timestamp,negative_reward,positive_reward,seed,how_many_seeds,how_many_games,speed
0,1704618727.962964,12,12.0,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
1,1704618729.463386,2,7.0,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
2,1704618730.954366,21,11.666666666666666,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
3,1704618731.675238,19,13.5,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
4,1704618732.641883,31,17.0,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
5,1704618733.278018,17,17.0,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
6,1704618734.031143,22,17.714285714285715,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
7,1704618735.537662,0,15.5,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
8,1704618736.526816,24,16.444444444444443,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
9,1704618737.143688,16,16.4,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
10,1704618738.599386,0,14.909090909090908,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
11,1704618740.029346,1,13.75,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
12,1704618741.435762,1,12.76923076923077,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
13,1704618742.111023,17,13.071428571428571,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
14,1704618743.548799,18,13.4,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
15,1704618744.989657,25,14.125,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
16,1704618745.895705,25,14.764705882352942,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
17,1704618747.276784,10,14.5,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
18,1704618748.741576,16,14.578947368421053,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
19,1704618749.926904,37,15.7,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
20,1704618750.820353,25,16.142857142857142,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
21,1704618751.463427,18,16.227272727272727,c1d38a00995c6202f3c62c292d777b1a344dcbca507ab65fb883fc57d4eedfd1feb070a41497157c13e12bcbb160907b202a640ab791e8ae1b3324ab3c897822,1704618839.265407,-10,27,5099,100,1,1000
