,ts,scores,mean_scores,game_hash,starting_timestamp,negative_reward,positive_reward,seed,how_many_seeds,how_many_games,number_of_layers,speed
0,1704563403.837094,0,0.0,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
1,1704563404.181973,0,0.0,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
2,1704563404.376039,0,0.0,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
3,1704563404.743029,1,0.25,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
4,1704563405.299796,0,0.2,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
5,1704563405.921492,0,0.16666666666666666,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
6,1704563406.198949,0,0.14285714285714285,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
7,1704563406.799761,0,0.125,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
8,1704563407.692906,0,0.1111111111111111,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
9,1704563408.297582,0,0.1,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
10,1704563408.764781,0,0.09090909090909091,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
11,1704563409.089533,0,0.08333333333333333,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
12,1704563410.020455,1,0.15384615384615385,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
13,1704563410.533043,0,0.14285714285714285,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
14,1704563411.392516,0,0.13333333333333333,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
15,1704563412.295566,0,0.125,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
16,1704563413.1957,0,0.11764705882352941,ac492981b3f7e516419c8e32b3a01dcebbf9a0dff0ad072253167b8190b118244f2b428cded63bf5cc2897977a0a9c37b3ded25152d1b00bd8f5b01f2b070e9a,1704566051.702128,-10,27,10,10,100,512,1000
