,ts,scores,mean_scores,agent_hash,agent_timestamp,batch_size,learning_rate,gamma
0,1704655116.226333,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
1,1704655116.618208,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
2,1704655117.590147,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
3,1704655119.471799,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
4,1704655120.445165,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
5,1704655121.265148,0,0.0,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
6,1704655122.203617,1,0.14285714285714285,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
7,1704655122.702515,0,0.125,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
8,1704655124.071359,0,0.1111111111111111,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
9,1704655124.849313,0,0.1,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
10,1704655126.247104,0,0.09090909090909091,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
11,1704655127.255362,0,0.08333333333333333,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
12,1704655128.358318,0,0.07692307692307693,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
13,1704655128.810544,0,0.07142857142857142,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
14,1704655129.377723,1,0.13333333333333333,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
15,1704655130.210085,1,0.1875,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
16,1704655131.682513,1,0.23529411764705882,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
17,1704655132.831179,1,0.2777777777777778,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
18,1704655133.281336,0,0.2631578947368421,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
19,1704655133.784482,0,0.25,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
20,1704655134.282864,0,0.23809523809523808,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
21,1704655134.872434,0,0.22727272727272727,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
22,1704655135.686887,1,0.2608695652173913,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
23,1704655136.227791,0,0.25,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
24,1704655136.495444,0,0.24,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
25,1704655137.959882,1,0.2692307692307692,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
26,1704655138.977113,1,0.2962962962962963,6c22b9a98426cbee90723615e4e58c60ef8a5ebcb2cae0912bde63a0a7442c4be8749d22bcc367dec8ba772f22da2be8fa677918a6fceef61df63d3ee3789517,1704655115.58839,3000,0.001,0.9
