,ts,scores,mean_scores,agent_hash,agent_timestamp,batch_size,learning_rate,gamma
0,1704660435.34676,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
1,1704660435.626187,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
2,1704660435.899336,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
3,1704660435.965978,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
4,1704660436.036927,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
5,1704660436.136598,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
6,1704660436.904689,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
7,1704660437.321694,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
8,1704660438.278584,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
9,1704660438.376558,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
10,1704660438.598161,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
11,1704660438.996858,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
12,1704660439.516335,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
13,1704660439.697366,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
14,1704660440.30046,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
15,1704660440.581533,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
16,1704660440.853852,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
17,1704660441.00289,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
18,1704660441.194831,0,0.0,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
19,1704660441.599797,1,0.05,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
20,1704660442.404235,0,0.047619047619047616,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
21,1704660442.917729,0,0.045454545454545456,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
22,1704660443.665827,0,0.043478260869565216,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
23,1704660443.86187,0,0.041666666666666664,1f8beeeee8e056773d18450c9d2f488d099efb1a331ecc94b9c78da62c77bd5bb24619c44accd176e8e7fa81d098fcdfe1f540269575d31e0256afaef27846f3,1704660435.051971,500,0.001,0.9
