,ts,scores,mean_scores,agent_hash,agent_timestamp,model
0,1704712848.825461,47,47.0,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
1,1704712849.678763,20,33.5,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
2,1704712851.597291,43,36.666666666666664,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
3,1704712852.195898,9,29.75,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
4,1704712853.617647,36,31.0,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
5,1704712855.401963,46,33.5,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
6,1704712856.269551,19,31.428571428571427,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
7,1704712857.710387,30,31.25,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
8,1704712858.837558,28,30.88888888888889,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
9,1704712859.583876,16,29.4,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
10,1704712860.371402,18,28.363636363636363,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
11,1704712861.341873,19,27.583333333333332,8dd51feaf5f4c31787b7c67b214f28b5a044e4a5bf1a0e80a9af810691cde2fef51eb3aba53f9b0097dcf0d5ad950abed438e801a16ac9bb3eea451088610a4e,1704712846.685007,final_model_long_8000_0.0007_0.82_maxmean
