,ts,scores,mean_scores,agent_hash,agent_timestamp,model
0,1704712642.320985,12,12.0,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
1,1704712643.102795,21,16.5,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
2,1704712643.551203,10,14.333333333333334,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
3,1704712644.152347,12,13.75,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
4,1704712645.247263,25,16.0,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
5,1704712646.025247,19,16.5,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
6,1704712646.835264,22,17.285714285714285,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
7,1704712647.140919,0,15.125,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
8,1704712648.862142,45,18.444444444444443,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
9,1704712649.496891,16,18.2,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
10,1704712649.746887,0,16.545454545454547,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
11,1704712651.379041,43,18.75,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
12,1704712651.870528,7,17.846153846153847,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
13,1704712652.598236,20,18.0,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
14,1704712653.300895,15,17.8,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
15,1704712654.804238,47,19.625,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
16,1704712655.653333,28,20.11764705882353,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
17,1704712656.301895,18,20.0,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
18,1704712656.996213,16,19.789473684210527,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
19,1704712658.259359,41,20.85,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
20,1704712658.872525,14,20.523809523809526,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
21,1704712659.633243,25,20.727272727272727,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
22,1704712660.593908,31,21.17391304347826,e9e0c6dbab6c4e78cfe0eb883b194552fc8768c39592ca92d25b815e3f0b0bfe8c65f8db9bc120a5ab34606f06dad742e04feceadadb1cd085625b2f9d2c892f,1704712641.899996,final_model_8000_0.0007_0.75_maxscore
