,ts,scores,mean_scores,agent_hash,agent_timestamp,model
0,1704711814.081228,45,45.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
1,1704711814.746151,15,30.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
2,1704711815.94582,37,32.333333333333336,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
3,1704711816.445706,12,27.25,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
4,1704711818.034627,11,24.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
5,1704711818.66021,18,23.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
6,1704711820.135819,17,22.142857142857142,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
7,1704711821.90422,45,25.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
8,1704711823.751773,43,27.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
9,1704711824.456802,16,25.9,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
10,1704711825.300381,18,25.181818181818183,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
11,1704711826.936306,40,26.416666666666668,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
12,1704711828.072208,24,26.23076923076923,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
13,1704711828.832469,20,25.785714285714285,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
14,1704711830.635555,46,27.133333333333333,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
15,1704711832.368911,41,28.0,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
16,1704711832.935891,10,26.941176470588236,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
17,1704711834.83461,52,28.333333333333332,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
18,1704711836.628205,40,28.94736842105263,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
19,1704711837.752272,29,28.95,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
20,1704711838.510944,19,28.476190476190474,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
21,1704711839.444712,26,28.363636363636363,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
22,1704711840.319895,26,28.26086956521739,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
23,1704711842.013628,6,27.333333333333332,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
24,1704711843.74343,12,26.72,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
25,1704711844.773147,23,26.576923076923077,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
26,1704711846.523067,41,27.11111111111111,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
27,1704711848.071364,44,27.714285714285715,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
28,1704711849.305091,27,27.689655172413794,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
29,1704711850.389938,27,27.666666666666668,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
30,1704711851.803641,36,27.93548387096774,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
31,1704711852.276891,7,27.28125,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
32,1704711853.48611,35,27.515151515151516,a639d7cda87d731479ba1b016ce452c886f0bdbed99ed55139f921695cd64a87ae8c53bd093b6d9145293fe7735fa200a8ea98fa3ab162edf5fbc07acc563ebf,1704711812.858052,final_model_8000_0.0009_0.87_maxscore
